higher_taxon,scientificName,flights,development,immature.habitat,diapause.stage,larval.diet,references,references.1,references.2
Odonata,Hetaerina titia,univoltine,hemimetabolous,fresh water,,carnivorous,,,
Odonata,Dythemis nigrescens,not univoltine,hemimetabolous,fresh water,,carnivorous,,,
Odonata,Brachymesia furcata,not univoltine,hemimetabolous,fresh water,,carnivorous,https://www.journals.uchicago.edu/doi/pdfplus/10.2307/1468416?casa_token=1qxDM7g2mn0AAAAA%3A1f1TdGMQal2JKKBvC_aF0ffLsgQg1MM7wN8_mesf68q5FQqxddnRgC8-yciQqkWmSFgC8Bu7_Q&,,
Hemiptera,Neotibicen superbus,univoltine,hemimetabolous,underground,Egg,live plants,,,
Hemiptera,Megatibicen resh,univoltine,hemimetabolous,underground,Egg,live plants,,,
Diptera,Toxomerus marginatus,not univoltine,holometabolous,,,carnivorous,Man. Nearctic Diptera Vol. 2,,
Diptera,Toxomerus geminatus,not univoltine,holometabolous,,,carnivorous,Man. Nearctic Diptera Vol. 2,,
Diptera,Eristalis transversa,,holometabolous,,,,,,
Diptera,Allograpta obliqua,,holometabolous,,,carnivorous,Man. Nearctic Diptera Vol. 2,,
Diptera,Eristalis tenax,,holometabolous,,,,,,
Diptera,Delphinia picta,not univoltine,holometabolous,above ground,Larvae,detritivorous,,,
Diptera,Xenox tigrinus,,holometabolous,nest,,carnivorous,,,
Diptera,Plecia nearctica,not univoltine,holometabolous,above ground,None,detritivorous,https://link.springer.com/referenceworkentry/10.1007%2F978-1-4020-6359-6_2099,,
Diptera,Asphondylia auripila,,holometabolous,above ground,,,,,
Diptera,Chrysopilus thoracicus,,holometabolous,,,,,,
Diptera,Promachus hinei,,holometabolous,,,,,,
Hymenoptera,Bombus impatiens,not univoltine,holometabolous,nest,Adults,live plants,"Katayama 1973, 1975; Michener 1974; Alford 1975",,
Hymenoptera,Xylocopa virginica,not univoltine,holometabolous,above ground,Adults,live plants,https://bugguide.net/node/view/3509#life_cycle,,
Hymenoptera,Bombus griseocollis,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Bombus pensylvanicus,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Polistes fuscatus,not univoltine,holometabolous,nest,Adults,carnivorous,https://uwm.edu/field-station/a-tale-of-two-paper-wasps/,,
Hymenoptera,Dolichovespula maculata,,,,,,,,
Hymenoptera,Polistes dominula,,,,,,,,
Hymenoptera,Bombus ternarius,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Polistes exclamans,,,,,,,,
Hymenoptera,Bombus bimaculatus,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Sphex ichneumunivoltineus,,,,,,,,
Hymenoptera,Sphecius speciosus,,,,,,,,
Hymenoptera,Halictus ligatus,not univoltine,holometabolous,underground,Adults,live plants,https://www.jstor.org/stable/25084939?seq=1#metadata_info_tab_contents,,
Hymenoptera,Bombus melanopygus,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Vespula maculifrons,,,,,,,,
Hymenoptera,Dasymutilla occidentalis,univoltine,holometabolous,nest,Pupae,carnivorous,https://bugguide.net/node/view/13126,http://www.wci.colostate.edu/Assets/pdf/CIIFactSheets/VelvetAnts.pdf,
Hymenoptera,Monobia quadridens,not univoltine,holometabolous,above ground,Pupae,carnivorous,https://en.wikipedia.org/wiki/Monobia_quadridens,,
Hymenoptera,Scolia dubia,,,,,,,,
Hymenoptera,Bombus sonorus,not univoltine,holometabolous,nest,Adults,live plants,https://www.scielo.br/scielo.php?pid=S1519-566X2006000500004&script=sci_arttext,,
Hymenoptera,Polistes metricus,,,,,,,,
Hymenoptera,Eumenes fraternus,,,,,,,,
Hymenoptera,Augochlora pura,not univoltine,holometabolous,above ground,Adults,live plants,,,
Hymenoptera,Xylocopa micans,not univoltine,holometabolous,above ground,Adults,live plants,,,
Hymenoptera,Vespula squamosa,,,,,,,,
Hymenoptera,Xylocopa tabaniformis,not univoltine,holometabolous,above ground,Adults,live plants,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=1869&context=extension_curall,,
Hymenoptera,Vespula pensylvanica,,,,,,,,
Hymenoptera,Vespa crabro,,,,,,,,
Hymenoptera,Agapostemon virescens,univoltine,holometabolous,underground,Adults,live plants,,,
Hymenoptera,Xylocopa varipuncta,not univoltine,holometabolous,above ground,Adults,live plants,,,
Hymenoptera,Sphex pensylvanicus,,,,,,,,
Hymenoptera,Bombus huntii,not univoltine,holometabolous,nest,Adults,live plants,,,
Hymenoptera,Bombus fervidus,not univoltine,holometabolous,nest,Adults,live plants,bugguide,,
Hymenoptera,Bombus borealis,not univoltine,holometabolous,nest,Adults,live plants,https://guides.nynhp.org/northern-amber-bumble-bee/,,
Coleoptera,Diabrotica undecimpunctata,not univoltine,holometabolous,underground,Adults,live plants,,,
Coleoptera,Popillia japonica,univoltine,holometabolous,underground,Larvae,live plants,,,
Coleoptera,Cicindela sexguttata,univoltine,holometabolous,underground,Larvae,carnivorous,,,
Coleoptera,Tetraopes tetrophthalmus,univoltine,holometabolous,underground,Larvae,live plants,,,
Coleoptera,Chauliognathus pensylvanicus,univoltine,holometabolous,above ground,Larvae,carnivorous,,,
Coleoptera,Monochamus scutellatus,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Coleoptera,Chauliognathus marginatus,,holometabolous,above ground,Larvae,carnivorous,,,
Coleoptera,Ellychnia corrusca,not univoltine,holometabolous,above ground,Adults,carnivorous,,,
Coleoptera,Pelidnota punctata,univoltine,holometabolous,above ground,Larvae,detritivorous,,,
Coleoptera,Exomala orientalis,univoltine,holometabolous,underground,Larvae,live plants,,,
Coleoptera,Chrysochus auratus,univoltine,holometabolous,underground,Larvae,live plants,,,
Coleoptera,Megacyllene robiniae,univoltine,holometabolous,above ground,Larvae,live plants,,,
Coleoptera,Photinus pyralis,not univoltine,holometabolous,above ground,Larvae,carnivorous,"National Audubon Society Field Guide to Insects and Spiders
 
 Lorus and Margery Milne. 1980. Knopf",,
Lepidoptera,Danaus plexippus,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Vanessa cardui,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Junonia coenia,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Papilio glaucus,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Agraulis vanillae,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Vanessa atalanta,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Papilio polyxenes,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Limenitis arthemis,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Pieris rapae,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Hylephila phyleus,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Hylephila-phyleus,,
Lepidoptera,Phyciodes tharos,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,,
Lepidoptera,Battus philenor,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Strymon melinus,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Strymon-melinus,,
Lepidoptera,Epargyreus clarus,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Danaus gilippus,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Hyles lineata,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Vanessa virginiensis,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Atteva aurea,not univoltine,holometabolous,above ground,Egg,live plants,,,
Lepidoptera,Antheraea polyphemus,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Nymphalis antiopa,not univoltine,holometabolous,above ground,Adults,live plants,,,
Lepidoptera,Euptoieta claudia,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Actias luna,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Polygonia interrogationis,not univoltine,holometabolous,above ground,Adults,live plants,,,
Lepidoptera,Cupido comyntas,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Cupido-comyntas,,
Lepidoptera,Colias eurytheme,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Colias-eurytheme,,
Lepidoptera,Limenitis archippus,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Lophocampa caryae,univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Asterocampa celtis,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Atalopedes campestris,not univoltine,holometabolous,above ground,,live plants,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,,
Lepidoptera,Papilio troilus,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Phoebis sennae,not univoltine,holometabolous,above ground,Migrate,live plants,,,
Lepidoptera,Hypena scabra,not univoltine,holometabolous,above ground,Pupae,live plants,https://bugguide.net/node/view/9540,,
Lepidoptera,Papilio cresphontes,not univoltine,holometabolous,above ground,,live plants,,,
Lepidoptera,Hypercompe scribonia,not univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Eacles imperialis,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Speyeria cybele,univoltine,holometabolous,above ground,Larvae,live plants,,,
Lepidoptera,Polygonia comma,not univoltine,holometabolous,above ground,Adults,live plants,,,
Lepidoptera,Anartia jatrophae,,holometabolous,above ground,,live plants,,,
Lepidoptera,Automeris io,not univoltine,holometabolous,above ground,Pupae,live plants,,,
Lepidoptera,Heliconius charithonia,not univoltine,holometabolous,above ground,None,live plants,,,
Lepidoptera,Coenonympha tullia,not univoltine,holometabolous,above ground,Larvae,live plants,https://www.butterfliesandmoths.org/species/Coenonympha-tullia,,
Lepidoptera,Lymantria dispar,univoltine,holometabolous,above ground,Egg,live plants,https://www.cabi.org/isc/datasheet/31807,,
Lepidoptera,Mythimna unipuncta,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/10901,,
Lepidoptera,Abaeis nicippe,not univoltine,holometabolous,above ground,,live plants,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,,
Lepidoptera,Lerema accius,not univoltine,holometabolous,above ground,Migrate,live plants,https://www.naba.org/chapters/nabambc/construct-species-page.asp?sp=Lerema-accius,,
Lepidoptera,Polites peckius,not univoltine,holometabolous,above ground,Larvae,live plants,https://bugguide.net/node/view/3246,,
Lepidoptera,Hemaris diffinis,not univoltine,holometabolous,above ground,Pupae,live plants,https://bugguide.net/node/view/576072,,
Lepidoptera,Poanes zabulon,not univoltine,holometabolous,above ground,,live plants,https://www.butterfliesandmoths.org/species/Poanes-zabulon,,
Lepidoptera,Dryocampa rubicunda,not univoltine,holometabolous,above ground,Larvae,live plants,"https://irontreeservice.com/blog/insect-profiles/insect-profiles-rosy-maple-moth-dryocampa-rubicunda/#:~:text=Rosy%20maple%20moth%20produces%20univoltine,the%20Deep%20South%20and%20Florida.",,
Lepidoptera,Papilio zelicaon,not univoltine,holometabolous,above ground,Pupae,live plants,http://butterfly.ucdavis.edu/butterfly/Papilio/zelicaon,,
Lepidoptera,Cercyonis pegala,univoltine,holometabolous,above ground,Larvae,live plants,https://www.butterfliesandmoths.org/species/Cercyonis-pegala,,
Lepidoptera,Cisseps fulvicollis,not univoltine,holometabolous,above ground,,live plants,,,
Lepidoptera,Colias philodice,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Colias-philodice,,
Lepidoptera,Udea rubigalis,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/9721,,
Lepidoptera,Hemaris thysbe,not univoltine,holometabolous,above ground,Pupae,live plants,https://animaldiversity.org/accounts/Hemaris_thysbe/,,
Lepidoptera,Campaea perlata,not univoltine,holometabolous,above ground,Larvae,live plants,https://bugguide.net/node/view/13845,,
Lepidoptera,Galgula partita,not univoltine,holometabolous,above ground,,live plants,,,
Lepidoptera,Prochoerodes lineola,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/9657,,
Lepidoptera,Noctua pronuba,univoltine,holometabolous,above ground,Larvae,live plants,http://www.wildlifeinsight.com/british-moths/large-yellow-underwing-moth-and-caterpillar-noctua-pronuba/,,
Lepidoptera,Burnsius communis,not univoltine,holometabolous,above ground,Larvae,live plants,http://www.raisingbutterflies.org/pyrgus-communis-communis/,,
Lepidoptera,Ancyloxypha numitor,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,,
Lepidoptera,Microcrambus elegans,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/11959,,
Lepidoptera,Costaconvexa centrostrigaria,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/11620,,
Lepidoptera,Nomophila nearctica,,holometabolous,above ground,,live plants,https://bugguide.net/node/view/9485,,
Lepidoptera,Lethe anthedon,not univoltine,holometabolous,above ground,Larvae,live plants,https://alabama.butterflyatlas.usf.edu/species/details/51/northern-pearly-eye,,
Lepidoptera,Nymphalis californica,not univoltine,holometabolous,above ground,Adults,live plants,http://butterfly.ucdavis.edu/butterfly/Nymphalis/californica,,
Lepidoptera,Calycopis cecrops,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,,
Lepidoptera,Chlosyne nycteis,not univoltine,holometabolous,above ground,Larvae,live plants,https://uwm.edu/field-station/silvery-checkerspot/,,
Lepidoptera,Limenitis lorquini,not univoltine,holometabolous,above ground,Larvae,live plants,https://www.butterfliesandmoths.org/species/Limenitis-lorquini,,
Lepidoptera,Haematopis grataria,not univoltine,holometabolous,above ground,Larvae,live plants,https://bugguide.net/node/view/14995,,
Lepidoptera,Eurytides marcellus,not univoltine,holometabolous,above ground,Pupae,live plants,http://entnemdept.ufl.edu/creatures/bfly/zebra_swallowtail.htm,,
Lepidoptera,Idia aemula,not univoltine,holometabolous,above ground,Larvae,detritivorous,https://bugguide.net/node/view/16245,,
Lepidoptera,Scopula limboundata,not univoltine,holometabolous,above ground,Larvae,live plants,https://www.insectidentification.org/insect-description.asp?identification=Large-Lace-Border-Moth,,
Lepidoptera,Erynnis horatius,not univoltine,holometabolous,above ground,Larvae,live plants,https://www.butterfliesandmoths.org/species/Erynnis-horatius,,
Lepidoptera,Idia americalis,not univoltine,holometabolous,above ground,Larvae,live plants,https://bugguide.net/node/view/16249,,
Lepidoptera,Celastrina neglecta,not univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,,
Lepidoptera,Vanessa annabella,not univoltine,holometabolous,above ground,Adults,live plants,http://butterfly.ucdavis.edu/butterfly/Vanessa/annabella,,
Lepidoptera,Megalopyge opercularis,not univoltine,holometabolous,above ground,Larvae,live plants,http://entnemdept.ufl.edu/Creatures/MISC/MOTHS/puss.htm,,
Lepidoptera,Macaria pustularia,univoltine,holometabolous,above ground,Egg,live plants,https://bugguide.net/node/view/551,,
Lepidoptera,Papilio canadensis,univoltine,holometabolous,above ground,Pupae,live plants,https://www.butterfliesandmoths.org/species/Papilio-canadensis,https://digitalatlas.cose.isu.edu/bio/insects/butrfly/fampap/pacaf.htm,
Lepidoptera,Hermeuptychia sosybius,not univoltine,holometabolous,above ground,Egg,live plants,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,,
Lepidoptera,Eutrapela clemataria,not univoltine,holometabolous,above ground,Pupae,live plants,https://bugguide.net/node/view/475,,
Lepidoptera,Orthonama obstipata,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/9628,,
Lepidoptera,Epimecis hortaria,not univoltine,holometabolous,above ground,Pupae,live plants,Caterpillars of Eastern North America,,
Lepidoptera,Choristunivoltineura rosaceana,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/12088,,
Lepidoptera,Pleuroprucha insulsaria,not univoltine,holometabolous,above ground,Pupae,live plants,Caterpillars of Eastern North America,,
Lepidoptera,Lacinipolia renigera,not univoltine,holometabolous,above ground,,live plants,https://www.butterfliesandmoths.org/species/Lacinipolia-renigera,,
Lepidoptera,Panoquina ocola,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/3052,,
Lepidoptera,Crambus agitatellus,univoltine,holometabolous,above ground,Larvae,live plants,https://bugguide.net/node/view/11763,,
Lepidoptera,Erynnis baptisiae,not univoltine,holometabolous,above ground,Larvae,live plants,https://nhpbs.org/wild/wildindigoduskywing.asp,,
Lepidoptera,Nematocampa resistaria,not univoltine,holometabolous,above ground,Egg,live plants,Caterpillars of Eastern North America,,
Lepidoptera,Autographa precationis,not univoltine,holometabolous,above ground,,live plants,https://bugguide.net/node/view/7238,,
Lepidoptera,Rivula propinqualis,,holometabolous,above ground,,live plants,https://bugguide.net/node/view/549,,
Lepidoptera,Patalene olyzonaria,not univoltine,holometabolous,above ground,Pupae,live plants,Caterpillars of Eastern North America,,
